ticker,score,reason
PGP,8,"PGP demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and positive sentiment, though potential supply chain risks warrant caution."
PGZ,8,"PGZ shows strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating a solid risk-adjusted performance outlook."
PHD,8,"PHD demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, zero debt, and positive sentiment, indicating robust risk-adjusted performance potential."
PLBC,8,"PLBC shows strong fundamentals with low PE, high ROE, solid FCF yield, zero debt, and positive sentiment, indicating a favorable risk-adjusted performance outlook."
PMM,8,"PMM shows strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
PR,8,"Permian Resources Corporation shows strong fundamentals with a low PE ratio, high ROE, solid FCF yield, reasonable debt levels, and positive sentiment, indicating strong potential for risk-adjusted performance."
PSF,8,"PSF exhibits strong fundamentals with a low PE ratio, high ROE, positive sentiment, and no debt, indicating solid risk-adjusted performance potential."
PTA,8,"PTA demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, no debt, and positive market sentiment, indicating a favorable risk-adjusted performance outlook."
QQQX,8,"Strong fundamentals with low PE, high ROE, positive sentiment, and no debt indicate a solid risk-adjusted performance outlook."
RAND,8,"RAND exhibits strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and positive sentiment, while maintaining zero debt, indicating a favorable risk-adjusted performance outlook."
RCG,8,"RCG shows strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
REFI,8,"The stock exhibits strong fundamentals with low PE, high ROE, excellent FCF yield, reasonable debt levels, and positive sentiment, suggesting solid risk-adjusted performance potential."
REPX,8,"Riley Exploration Permian, Inc. exhibits strong fundamentals with a low PE ratio, high ROE, solid FCF yield, reasonable debt levels, and positive sentiment, indicating robust risk-adjusted performance potential."
RNR,8,"RNR exhibits strong fundamentals with a low PE ratio, high ROE, excellent FCF yield, and no debt, coupled with positive management outlook despite neutral sentiment."
RWAY,8,"RWAY's low PE ratio, high ROE, strong FCF yield, zero debt, and positive sentiment indicate a solid risk-adjusted performance outlook."
RWAYL,8,"RWAYL exhibits strong fundamentals with a low PE ratio, high ROE, solid FCF yield, zero debt, and positive sentiment, indicating strong potential for risk-adjusted performance."
RWAYZ,8,"RWAYZ demonstrates strong fundamentals with a low PE ratio, high ROE, excellent FCF yield, zero debt, and positive sentiment, indicating robust risk-adjusted performance potential."
SABA,8,"SABA shows strong fundamentals with a low PE ratio, high ROE, no debt, positive sentiment, and growth potential, justifying a high risk-adjusted performance score."
SBCWW,8,"SBCWW exhibits strong fundamentals with a low PE ratio, high ROE, good FCF yield, low debt levels, and positive sentiment, indicating robust potential for risk-adjusted performance."
SBLK,8,"SBLK exhibits strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and positive sentiment, indicating strong potential for risk-adjusted performance."
SCD,8,"SCD has strong fundamentals with a low PE ratio, high ROE, no debt, positive sentiment, and growth potential, making it an attractive investment."
SD,8,"Strong fundamentals with low PE, high ROE, positive sentiment, and good growth potential justify a high score despite supply chain challenges."
SGRP,8,"SGRP demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and no debt, although market sentiment remains cautious."
SGU,8,"SGU's low PE ratio, high ROE, strong FCF yield, and reasonable debt levels, combined with positive growth signals, indicate strong expected risk-adjusted performance."
SIM,8,"Grupo Simec shows strong fundamentals with a low PE ratio, high ROE, positive sentiment, and manageable debt, indicating solid risk-adjusted performance potential."
SNV,8,"Synovus Financial Corp shows strong fundamentals with a low PE ratio, solid ROE, good FCF yield, and positive sentiment, indicating strong potential for risk-adjusted performance."
SON,8,"Sonoco Products Company shows strong fundamentals with a low PE ratio, high ROE, reasonable debt levels, and positive market sentiment, indicating solid risk-adjusted performance potential."
SPE,8,"SPE demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, zero debt, and positive sentiment, indicating robust risk-adjusted performance potential."
SPXX,8,"SPXX exhibits strong fundamentals with a low PE ratio, positive sentiment, and no debt, although the lack of free cash flow and potential supply chain risks slightly temper the outlook."
SSBK,8,"SSBK shows strong fundamentals with a low PE ratio, high ROE, solid FCF yield, low debt levels, and positive sentiment, indicating strong potential for risk-adjusted performance."
STEW,8,"STEW's low PE ratio, high ROE, strong cash reserves, and positive sentiment from recent earnings and growth potential justify a high score despite minor risks."
SXC,8,"SXC demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, reasonable debt levels, and positive market sentiment, indicating strong potential for risk-adjusted performance."
TBLD,8,"TBLD shows strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
TCBX,8,"TCBX demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, minimal debt, and positive sentiment, indicating strong risk-adjusted performance potential."
THQ,8,"THQ exhibits strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
TK,8,"Teekay Corporation shows strong fundamentals with a low PE ratio, high ROE, positive sentiment, and no debt, indicating solid risk-adjusted performance potential."
TMHC,8,"TMHC demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and low debt, coupled with positive sentiment and growth prospects in the housing market."
TWN,8,"TWN exhibits strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
TY,8,"The stock has a low PE ratio, high ROE, zero debt, positive sentiment, and strong earnings growth, indicating strong risk-adjusted performance potential."
UHS,8,"UHS has a low PE ratio, strong ROE, good FCF yield, and manageable debt levels, coupled with positive growth prospects in its behavioral health segment."
UNM,8,"Unum Group shows strong fundamentals with a low PE ratio, high ROE, solid FCF yield, and manageable debt, coupled with a neutral sentiment and positive management outlook."
USA,8,"The stock demonstrates strong fundamentals with a low PE ratio, high ROE, zero debt, and positive sentiment, indicating solid risk-adjusted performance potential."
UTG,8,"The stock has a very low PE ratio, high ROE, no debt, and positive sentiment, indicating strong potential for risk-adjusted performance."
VALE,8,"VALE shows strong fundamentals with a low PE ratio, solid ROE, manageable debt levels, and positive market sentiment, indicating good risk-adjusted performance potential."
VEL,8,"With a low PE ratio, strong ROE, zero debt, positive sentiment, and solid growth prospects, VEL shows strong potential for risk-adjusted performance."
VFL,8,"VFL's low PE ratio, high ROE, zero debt, and positive sentiment from strong earnings and growth prospects justify a strong risk-adjusted performance rating."
VGI,8,"VGI demonstrates strong fundamentals with a low PE ratio, positive ROE, solid FCF yield, no debt, and favorable sentiment, indicating a promising risk-adjusted performance."
VIPS,8,"VIPS demonstrates strong fundamentals with a low PE ratio, high ROE, low debt, and positive sentiment, despite the lack of free cash flow."
VIRC,8,"VIRC demonstrates strong fundamentals with a low PE ratio, high ROE, solid FCF yield, manageable debt levels, and positive sentiment, indicating strong potential for risk-adjusted performance."
VKI,8,"VKI shows strong fundamentals with a low PE ratio, high ROE, low debt, positive sentiment, and growth potential, indicating a favorable risk-adjusted performance outlook."
WLKP,8,"WLKP shows strong fundamentals with a low PE ratio, high ROE, excellent FCF yield, and positive sentiment, while maintaining a solid balance sheet with no debt."
XYF,8,"XYF shows strong fundamentals with a low PE ratio, high ROE, low debt, and positive growth outlook despite neutral sentiment."
